orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_earth,equilibrium_temperature_K,insolation_flux_Earth,stellar_radius_solar,stellar_temperature_K,final_disposition,source_mission
3.3088922,6.114,4736.0,24.9862,3184.0,17074.7,2.62,6188.0,CONFIRMED,TESS
25.0571312,7.5424225,533.486013,3.2396838,688.6094029,53.1389289,1.15281,5696.0,CONFIRMED,TESS
24.2454967,3.3725583,6260.6703602,3.878568,122.2177444,0.05273,0.465271,3535.0,CONFIRMED,TESS
14.2545623,4.7250029,7899.6939555,10.7048234,785.7055082,90.0658585,1.09597,5739.0,CANDIDATE,TESS
14.1758947,3.7543827,907.1324529,2.6231641,690.9961983,53.8795095,0.864173,5723.87,CONFIRMED,TESS
19.5901578,4.002861,1182.6678641,3.0026428,620.3638839,35.0031418,0.864173,5723.87,CONFIRMED,TESS
6.2036219,3.01098,548.9044399,2.056748,910.1452592,162.1675094,0.864173,5723.87,CONFIRMED,TESS
3.79589,2.4602856,317.5272928,1.553135,1072.0653989,312.1807495,0.864173,5723.87,CONFIRMED,TESS
2.2645386,3.8193701,15019.9420903,5.1936764,616.7174475,34.1873897,0.411471,3443.0,FALSE_POSITIVE,TESS
3.4447015,1.912,796.0,2.00495,1086.0,231.437,0.63,3912.0,CONFIRMED,TESS
3.0300715,2.5466671,21794.6136956,12.7529892,1077.4145935,318.4581858,0.857369,5242.82,CONFIRMED,TESS
12.72038,2.401,1070.0,4.96046,705.0,41.1042,1.48,6212.0,CONFIRMED,TESS
6.238755,3.6178567,373.5681138,2.9728283,1255.4607699,587.1290759,1.47768,6212.0,CONFIRMED,TESS
3.2947689,1.7483103,1324.0402774,2.5248559,700.5995436,56.9377632,0.62326,3853.0,CONFIRMED,TESS
0.7645807,1.07057,394.9832006,1.2407226,1140.0845694,399.2723837,0.62326,3853.0,CONFIRMED,TESS
12.6396982,3.3830702,3292.6812864,4.6025162,640.0266601,39.6563977,0.789425,5217.0,CONFIRMED,TESS
1.8428078,1.449,1950.0,21.2705,1785.0,1687.83,4.09,5080.0,CANDIDATE,TESS
1.7208555,1.8346409,10014.2587401,13.4646314,1758.3994294,2259.3896676,1.33402,5832.83,CONFIRMED,TESS
4.7802597,1.4588658,1015.4550043,7.6126429,1654.2989516,1770.0151344,2.3387201,5826.0,CANDIDATE,TESS
0.3814849,0.565,570.0,2.0605,1539.0,931.396,0.71,4255.0,CANDIDATE,TESS
4.6595169,0.9011821,1725.1706259,2.1961507,519.9004855,17.2664038,0.490729,3489.0,CANDIDATE,TESS
6.4002807,2.1559875,1026.6018729,2.2730301,699.0536347,56.4368797,0.720551,4599.0,CONFIRMED,TESS
4.8204512,1.756,1930.0,2.36747,572.0,17.8782,0.52,3692.0,CANDIDATE,TESS
18.6548829,5.4431451,1495.4449473,4.3869878,585.8091542,27.832077,0.876154,5141.0,CONFIRMED,TESS
4.3074513,2.3379196,1094.8419495,3.2819879,954.8757629,196.4755358,0.876154,5141.0,CONFIRMED,TESS
5.9041278,2.7678313,773.9266468,2.4489454,859.6105665,129.0410781,0.876154,5141.0,CONFIRMED,TESS
37.9251983,3.5345219,1370.7888539,3.241643,462.4282696,10.8068346,0.876154,5141.0,CONFIRMED,TESS
15.9234883,4.021,493.0,2.18203,735.0,48.5414,1.08,5711.85,CONFIRMED,TESS
4.3601536,2.3408909,5592.2909183,6.9564258,961.6063113,202.0738994,0.874131,5227.0,CONFIRMED,TESS
13.0791581,2.97,1143.0,3.25485,735.0,48.6058,1.0,5453.0,CONFIRMED,TESS
4.6517186,2.709,978.0,2.66889,1343.0,540.772,0.85,5154.0,CONFIRMED,TESS
9.1549418,2.457,1101.0,2.62011,710.0,42.2592,0.85,5154.0,CONFIRMED,TESS
19.9815709,2.724,909.0,2.54717,562.0,16.5853,0.85,5154.0,CONFIRMED,TESS
79.63987677400002,4.6235211,738.7670156,2.9700035,465.178087,11.0661868,0.852266,5154.0,CANDIDATE,TESS
1.4415044,0.9274524,547.3172736,3.8345209,2198.3076824,5519.1845,1.58365,6603.0,FALSE_POSITIVE,TESS
5.9630544,2.951,11000.0,10.0859,859.0551973940002,112.667,0.94,5273.0,CANDIDATE,TESS
1.1219715,0.8226121,3997.6445916,3.9968417,1479.5361862,1132.461295,0.624,5780.0,CANDIDATE,TESS
4.6756655,1.914,738.0,4.03134,1085.0,230.204,1.45,5779.0,FALSE_POSITIVE,TESS
1.0180114,1.1353639,2618.9492168,6.5875997,1801.3210938,2488.20146,1.0933,5451.0,CANDIDATE,TESS
10.288886,1.391,854.0,2.63881,483.0,9.06856,0.87,5126.0,CONFIRMED,TESS
1.0332441,3.8017836,26111.5081972,4.087988,516.1833775,16.7778791,0.156193,2972.0,FALSE_POSITIVE,TESS
5.4526479,3.401,7750.0,14.5502,1271.0,433.78,1.57,6509.0,CONFIRMED,TESS
10.2613397,4.855,726.0,3.60391,1152.0,372.358,1.49,6124.0,CANDIDATE,TESS
3.4779776,2.5103489,27021.6932424,12.5541925,897.2038496,153.1388971,0.765001,4699.0,CONFIRMED,TESS
3.0354017,2.8809533,16196.2158157,14.1334903,1324.2404714,726.7556694,1.07224,5751.0,CONFIRMED,TESS
3.1274634,1.9812695,1331.83693,2.5802896,813.0378617,103.2675998,0.693431,4225.0,CONFIRMED,TESS
7.4931613,1.9339295,1650.6470497,2.7733674,607.6028794,32.2107098,0.693431,4225.0,CONFIRMED,TESS
49.825166,3.8714976,2059.4069037,3.8319135,323.1161011,2.5760566,0.693431,4225.0,CONFIRMED,TESS
18.0574016,3.592177,1198.0572128,3.8092663,704.2235859,58.1250403,1.01,5897.0,CANDIDATE,TESS
20.8774413,3.562,771.0,2.16145,572.0,17.8402,0.9,5396.0,CANDIDATE,TESS
1.0214555,1.252,319.0,1.46266,1449.0,733.19,0.82,5098.0,CANDIDATE,TESS
2.7441672,1.418,5650.0,7.84317,1009.0,172.233,0.97,5040.0,CANDIDATE,TESS
2.2047452,3.996,6872.0,17.9781,2634.0,7992.22,1.99,6532.23,CONFIRMED,TESS
10.8948421,2.0719394,3168.3853584,2.4691414,390.8242112,5.5137471,0.435666,3618.0,CONFIRMED,TESS
18.8016111,1.9093524,1686.7881033,1.9112282,325.8292621,2.6636757,0.435666,3618.0,CONFIRMED,TESS
6.7900981,6.0786576,2158.1733568,9.7548481,1192.2564672,477.5289979,2.00068,6378.0,CONFIRMED,TESS
8.157721,3.788,10273.0,9.31888,860.0,91.0972,0.9,5091.2,CONFIRMED,TESS
4.2529641,2.5733867,758.584999,2.3483383,994.5309519,231.2034004,0.848906,5591.0,CONFIRMED,TESS
9.2378703,2.535,660.0,2.22995,757.0,54.6767,0.85,5591.0,CANDIDATE,TESS
3.7955178,2.0198135,52278.9940979,10.3261619,525.9431131,18.0832336,0.445372,3424.0,CONFIRMED,TESS
14.3034613,3.135,48840.0,18.4949,551.0,15.38,0.83,5056.6,FALSE_POSITIVE,TESS
6.1349783,5.661,3860.0,13.1383,1509.0,861.554,2.05,5828.7,CONFIRMED,TESS
3.3159772,1.494,2770.0,4.5947,923.0,120.595,0.81,4972.7,CONFIRMED,TESS
4.6313014,1.435,4860.0,9.34848,1078.0,225.013,1.07,5736.0,CONFIRMED,TESS
19.3203478,4.215,13910.0,9.38964,534.0,13.544,0.8,4968.1,CANDIDATE,TESS
11.3246821,5.9704136,1937.5829721,4.2917226,707.3693882,59.1706102,0.824734,5518.0,FALSE_POSITIVE,TESS
6.261169,2.0369188,4005.022808,1.3468319,414.5815396,6.9816945,0.211257,3145.0,FALSE_POSITIVE,TESS
18.271641456,4.6,1405.9675071,3.2287724,661.2039892,45.1713284,0.857648,5544.0,FALSE_POSITIVE,TESS
14.8559691,3.711,1127.0,2.72638,788.0,64.0545,0.86,5544.0,CANDIDATE,TESS
14.4751062,1.6182484,9618.5798534,8.6976173,407.866275,6.5402175,0.55035,3841.0,CONFIRMED,TESS
9.6141636,3.4271882,933.6532689,3.2264735,749.8978043,74.7359105,0.840608,5477.0,CONFIRMED,TESS
4.9404714,1.954,455.0,2.3216,1178.0,320.012,1.13,6086.0,CONFIRMED,TESS
9.6926392,3.0182304,1838.2370548,3.289074,626.5734732,36.4257934,0.746003,4665.0,CANDIDATE,TESS
6.390888,3.766,435.0,2.47201,1227.0,376.532,1.32,6191.0,CANDIDATE,TESS
0.9689927,2.5496309,13532.9710157,17.1331258,2332.2259008,6992.032823,1.41398,6430.0,CONFIRMED,TESS
10.338505,4.242,18162.0,11.8729,903.0,110.512,0.84,5336.96,CONFIRMED,TESS
1.283251,2.012261,1961.318203,2.558112,923.6720985,172.0252913,0.560391,3855.0,FALSE_POSITIVE,TESS
1.2284388,1.9190118,1229.4965125,1.866263,841.1003116,118.2802346,0.53023,3526.0,FALSE_POSITIVE,TESS
0.6166953,0.712,1089.0,10.4852,2958.0,12724.9,1.57,6588.0,CANDIDATE,TESS
9.6001126,4.9882857,380.4193796,2.4070295,950.8147029,193.1543783,1.2103699,5891.0,CANDIDATE,TESS
2.6998294,2.208,2798.0,4.94551,1639.0,1198.41,0.92,6180.0,CONFIRMED,TESS
0.581322,1.3261177,3206.6010016,2.2014886,952.4881815,194.5178158,0.38621,3446.0,FALSE_POSITIVE,TESS
0.980972,0.5405036,6178.392421,5.9162923,1320.951709,719.5629045,0.764401,4486.0,CONFIRMED,TESS
5.3987355,3.127,352.0,2.25345,1192.0,335.249,1.26,5875.23,CONFIRMED,TESS
7.16199,7.668,800.0,5.05452,1649.0,1230.42,1.81,6229.0,CANDIDATE,TESS
1.4412175,1.666,12927.0,17.0442,1626.0,1160.55,1.46,5672.9,FALSE_POSITIVE,TESS
1.6849938,0.916,990.0,3.76716,1198.0,342.918,1.11,5923.0,CANDIDATE,TESS
3.9152737,2.562,3350.0,9.43435,1170.0,311.498,1.58,5714.0,CONFIRMED,TESS
3.1968838,3.7533697,7958.980656,14.9685779,1671.1249287,1843.1329908,1.59715,6470.0,CONFIRMED,TESS
3.9443668,4.8652146,6732.488454,14.5727196,1461.6208264,1078.5986988,1.75475,5494.0,CONFIRMED,TESS
3.93034,3.667,9724.58,14.8838,1454.8189879960005,815.91,1.37,6292.0,FALSE_POSITIVE,TESS
4.5371361,4.042155,4199.7558754,9.8153513,1326.6264827,732.0077048,1.48668,5731.0,CONFIRMED,TESS
5.929405,3.719,16410.0,23.20387609,1247.881629214,467.988270892,1.594999,6014.896000000001,FALSE_POSITIVE,TESS
14.3392144,4.6064739,392.6346872,2.2963233,841.9410276,118.7538488,1.1374201,6295.7,CONFIRMED,TESS
2.8716983,4.668,8568.0,18.1267,2281.0,4494.25,1.91,6840.0,CONFIRMED,TESS
6.0964074,2.3632965,1142.4891745,2.5856853,737.3642914,69.8633506,0.731699,4820.4,CONFIRMED,TESS
690.1337434100001,8.0555709,2143.3712267,4.258255,177.5215972,0.2347069,0.731699,4820.4,CANDIDATE,TESS
5.6666168,3.604,9780.0,14.8589,1277.0,442.536,1.47,6530.0,CANDIDATE,TESS
1.56029,2.751,1690.0,18.4825,3900.0,38412.5,2.29,6897.0,FALSE_POSITIVE,TESS
8.8735214,4.059,1949.0,6.0401,1591.0,1064.98,1.18,5992.0,FALSE_POSITIVE,TESS
7.8513774,6.699,21571.0,28.32792540200001,1619.9854408639994,1425.3168722640005,1.880437598,7247.242000000002,FALSE_POSITIVE,TESS
7.6869063,4.652,4500.0,23.7824,1409.0,655.022,3.07,5147.3,FALSE_POSITIVE,TESS
2.534612,1.978,5185.2815163,11.129749659999998,1193.0,336.934,1.7138,5009.6,CANDIDATE,TESS
1.3797091,2.352,1320.0,22.2329,3626.0,28702.5,2.67,5924.0,FALSE_POSITIVE,TESS
1.49861,2.871,2188.61,17.502313644000004,4828.0,90202.8,2.1973504000000004,8590.0,FALSE_POSITIVE,TESS
6.2407826,1.513,6114.0,16.0959,708.0,41.7384,0.9,4174.0,CANDIDATE,TESS
2.6796,2.771,7590.0,11.8862,1492.0,823.434,1.32,5938.0,FALSE_POSITIVE,TESS
6.1406417,2.3525428,9437.1831553,26.5174686,1714.087545,2040.1072476,1.87493,8298.0,CANDIDATE,TESS
11.0765063,4.692,4400.0,12.8076,1033.0,189.348,1.86,6460.0,FALSE_POSITIVE,TESS
0.6193401,1.514,1853.0,8.84136,4102.812977433999,55990.1,1.79,7812.5,FALSE_POSITIVE,TESS
2.6400663,3.368,1328.0,18.2671,2611.0,7719.64,2.72,5155.0,FALSE_POSITIVE,TESS
2.5778717,3.472,1010.0,18.687,4400.0,62241.5,3.16,8321.0,FALSE_POSITIVE,TESS
3.80509,3.347,1280.0,8.57193,1644.0,1214.11,2.35,6555.5,FALSE_POSITIVE,TESS
2.99041,3.952,1290.0,24.2511,4252.0,54264.3,3.56,8542.0,FALSE_POSITIVE,TESS
4.9865029,2.441,1341.0,6.222392306,1358.362224662,577.6708745460002,1.6201174000000007,6670.762000000001,CANDIDATE,TESS
0.890967,1.784,1100.0,2.89678,2099.0,3225.32,0.87,5159.2,FALSE_POSITIVE,TESS
2.1096805,2.1344043,1309.7297126,3.6396725,1284.923458,644.2138136,0.940806,5673.0,CONFIRMED,TESS
3.9729429,3.653,4558.0,11.172118819999998,1475.28093685,803.9743999999998,1.6733368000000002,6576.3312,CANDIDATE,TESS
1.19888,1.558,1169.03,20.5525,2172.0,3694.96,5.46,7315.0,FALSE_POSITIVE,TESS
3.37644,1.437,5791.2,23.392273946,1589.0,1059.26,2.5864823999999995,8639.7,CANDIDATE,TESS
2.03905,2.26,430.0,6.42307,3550.0,26394.8,2.68,9003.0,FALSE_POSITIVE,TESS
2.9424142,4.073,1400.0,9.70968,3452.0,23595.1,1.79,6854.0,FALSE_POSITIVE,TESS
1.0793011,2.196,1562.0,3.31116,2612.0,7736.05,0.67,4349.3,FALSE_POSITIVE,TESS
8.0428575,9.504,18730.0,26.727855124,2522.0,6718.53,1.892390996,8286.0,FALSE_POSITIVE,TESS
3.9392211,2.379,1468.0,27.6744,2902.0,11779.7,4.12,8715.0,CANDIDATE,TESS
4.0157492,2.706,1150.0,6.47219,1417.0,669.61,2.07,6585.0,FALSE_POSITIVE,TESS
2.01976,3.394,3963.85,7.3626,2444.0,5926.69,1.72,7274.6,FALSE_POSITIVE,TESS
8.1995368,2.1168277,903.3694431,1.9226211,577.2199136,26.2353114,0.650533,4028.0,CANDIDATE,TESS
1.748054,2.122,670.0,4.906801434,1695.7019702720004,1523.7003082660003,1.7819344000000006,6147.1140000000005,FALSE_POSITIVE,TESS
2.65646,2.475,773.369,12.1711,1545.0,948.066,3.98,6135.4,FALSE_POSITIVE,TESS
2.65688,2.615,1959.88,7.9322760239999965,1632.043655324,1200.2444403420006,1.645206198,6873.85,FALSE_POSITIVE,TESS
4.7201912,4.416,6710.0,15.2105,1609.0,1112.85,1.8,6696.0,CONFIRMED,TESS
4.03349,2.684,1530.0,23.4514,2400.0,5512.68,6.37,11348.0,FALSE_POSITIVE,TESS
3.3295394,2.77,2620.0,14.3988,1916.0,2238.0,2.35,7965.0,FALSE_POSITIVE,TESS
3.8615978,1.678,1020.0,13.8394,1933.0,2320.32,2.45,7396.0,FALSE_POSITIVE,TESS
3.3448312,3.322,13626.0,21.2012,2277.0,4468.21,1.76,9364.0,CONFIRMED,TESS
95.174,11.6316864,2600.061605,7.8498891,254.6525048,0.9938316,1.51811,5723.2,CONFIRMED,TESS
8.8803281,2.71,1238.0,3.20594,777.0,60.7382,0.92,5555.7,CONFIRMED,TESS
28.580474,4.5139977,1081.396943,3.1455035,545.0001759,20.8500726,0.920435,5555.7,CONFIRMED,TESS
38.3511223,5.9120193,1029.0917261,3.2843583,494.1094771,14.086845,0.920435,5555.7,CONFIRMED,TESS
1.4015183,1.1583061,593.7540922,1.4616853,891.6389885,149.3747543,0.597007,3794.0,CONFIRMED,TESS
8.5874668,5.1458902,1904.8131484,5.3744721,895.5943008,152.0429498,0.987583,5929.0,FALSE_POSITIVE,TESS
6.4474918,2.643,9270.0,48.9878,1443.0,720.601,1.69,6477.6,FALSE_POSITIVE,TESS
1.4136455,1.448,2427.0,8.703338784000001,2358.0,5133.26,1.4269324,5869.0,FALSE_POSITIVE,TESS
3.4040139,4.837,935.0,5.34279,4701.0,81123.4,1.65,9622.0,FALSE_POSITIVE,TESS
13.7432169,2.73,5046.0,25.7481,1015.0,176.671,1.4,5941.5,FALSE_POSITIVE,TESS
8.47134,6.989,540.0,16.9325,2137.0,3465.35,4.88,5146.0,CANDIDATE,TESS
5.5025577,3.1711008,844.7022676,2.7049797,811.847988,102.6644008,0.784109,4965.0,CONFIRMED,TESS
1.7622537,0.8779711,733.5550822,2.5235818,1186.6066429,468.5415425,0.784109,4965.0,CONFIRMED,TESS
0.8474218,0.8758764,424.3932848,1.7536544,1678.5549814,1876.1315489,0.846387,5300.0,CONFIRMED,TESS
4.8420438,2.4105648,318.6638392,1.6177405,938.9141348,183.6641995,0.846387,5300.0,CONFIRMED,TESS
2.14056,2.029,355.8315803,1.83828,1174.0,316.156,0.84,4567.0,FALSE_POSITIVE,TESS
12.71672,2.529,388.126,2.7546,673.0,34.1387,1.27,5711.1,CANDIDATE,TESS
4.1269046,4.405,10831.0,17.0952,1715.0,1436.49,1.59,6888.0,CONFIRMED,TESS
5.5402372,7.713,2710.0,17.4013,1925.0,2282.41,3.39,6415.0,CANDIDATE,TESS
5.9294089,2.928,14536.0,19.579540878000003,1249.9095776639997,440.255878304,1.3807323999999994,6292.7008,CANDIDATE,TESS
5.2958813,2.882,5100.0,13.3622,1254.9,414.975,1.93,5958.7,CANDIDATE,TESS
4.4350025,2.252,2085.0,9.91393,2535.0,6855.78,1.87,9706.0,FALSE_POSITIVE,TESS
1.4287976,2.93,1768.0,9.00484,5621.0,165726.0,1.65,9224.0,FALSE_POSITIVE,TESS
2.1702725,2.1417853,5156.7735359,15.2590586,2652.9602078,11706.9549101,1.8527499,9218.0,CANDIDATE,TESS
24.2544697,17.486,8802.0,30.545399918,1749.0,1556.33,4.509592993999999,8381.3,CANDIDATE,TESS
0.33759,1.351,529.0,2.96097,2725.0,9164.98,1.37,7387.0,FALSE_POSITIVE,TESS
1.67346,2.54,390.0,5.10182,3304.0,19786.3,2.45,10445.0,FALSE_POSITIVE,TESS
2.5152549,2.386,1870.0,13.4294,2311.0,4740.94,2.11,5915.0,FALSE_POSITIVE,TESS
0.4628844,0.5588219,4489.9119215,1.3543237,723.3961549,64.718104,0.188624,3043.0,CONFIRMED,TESS
0.70902,2.49,570.0,5.18865,4453.0,65312.0,2.36,8999.0,FALSE_POSITIVE,TESS
2.237462,2.991,4281.0,10.2256,2085.0,3143.23,1.66,7050.0,CANDIDATE,TESS
1.9173816,1.466,664.0,17.5081,1849.0,1941.36,7.39,8129.0,CANDIDATE,TESS
9.6926509,2.819,1393.0,13.5133,1045.0,198.127,3.51,6012.0,FALSE_POSITIVE,TESS
1.7753644,2.034,878.0,9.49405,2597.0,7558.32,3.23,9598.0,CANDIDATE,TESS
1.8286961,3.37,7283.0,21.4433,3235.0,18194.7,1.23,6046.3,FALSE_POSITIVE,TESS
14.8626982,3.3250502,8264.2193919,26.5090911,962.2429589,202.6095767,1.73364,5705.0,FALSE_POSITIVE,TESS
2.0881134,2.307,730.0,5.41738,2665.0,8383.12,1.7,6255.8,FALSE_POSITIVE,TESS
1.25562,2.304,290.0,2.95064,2024.0,2790.4,1.72,5717.0,FALSE_POSITIVE,TESS
7.6047417,5.23,1200.0,6.14418,1948.0,2393.29,1.8,9139.0,FALSE_POSITIVE,TESS
4.8173797,1.323,1800.0,1.71137,672.0,33.919,0.69,4651.0,FALSE_POSITIVE,TESS
5.2651271,2.463,3450.0,11.2446,1993.0,2619.14,1.7,8728.0,FALSE_POSITIVE,TESS
5.0095595,3.353,8700.0,36.2553,1883.0,2088.59,1.75,6527.0,CANDIDATE,TESS
6.1600888,1.67,1120.0,8.22262,964.0,143.457,1.55,5772.0,FALSE_POSITIVE,TESS
3.8529998,3.225,8913.0,15.4014,1604.0,1099.44,1.57,6893.4,CONFIRMED,TESS
1.06884,2.512,470.0,10.3628,3736.0,32361.2,4.94,9222.0,FALSE_POSITIVE,TESS
5.4561177,3.1,1360.0,5.78741,1480.0,796.96,1.51,7465.0,FALSE_POSITIVE,TESS
1.7380504,1.496,956.0,4.42263,1476.0,787.969,1.45,6026.0,FALSE_POSITIVE,TESS
1.99143,4.136,16745.8,53.212587186,5058.0,108701.0,5.250697002000001,9458.2,FALSE_POSITIVE,TESS
5.7785318,2.348,4990.0,42.6903,1921.0,2264.51,2.92,8224.0,FALSE_POSITIVE,TESS
1132.0244686,4.119,18121.2,30.6957,1283.0,449.947,2.07,5984.0,CANDIDATE,TESS
6.1982658,1.912,3896.0,7.84585,1034.845667122,234.343,1.11,5722.0,CANDIDATE,TESS
1.41072,2.623,500.0,8.4993,1863.0,2001.09,3.84,5197.0,FALSE_POSITIVE,TESS
6.5601782,4.058,2474.0,28.2675,3318.0,20126.7,2.62,9976.0,CANDIDATE,TESS
0.44482,1.058,1610.0,10.8884,3038.0,14152.2,1.88,7184.0,FALSE_POSITIVE,TESS
1.532703,2.698,1250.0,10.8699,3568.0,26916.4,1.39,6023.1,FALSE_POSITIVE,TESS
0.7131492,2.428,450.0,4.89712,3234.0,18159.7,1.93,5128.9,FALSE_POSITIVE,TESS
4.52318,5.099,25109.1,29.408521734,1867.159631584,2317.083796036,1.8713979920000008,7412.263999999999,FALSE_POSITIVE,TESS
25.8386422,5.209,1806.0,4.31235,667.0,32.9135,1.03,5769.0,CONFIRMED,TESS
0.78381,1.443,426.099,3.89595,2743.0,9401.36,1.72,7842.0,FALSE_POSITIVE,TESS
4.4652986,2.502,14440.0,14.5331,1118.0,259.687,1.18,6051.2,CONFIRMED,TESS
3.062624,1.767,580.0,11.811858131999998,1053.0,204.269,3.128981,5086.8,CANDIDATE,TESS
11.0708575,2.1937617,1149.7328034,2.3337648,554.9934842,22.4219066,0.700727,4356.0,CONFIRMED,TESS
2.6380089,3.55,1683.0,12.8098,3551.0,26423.9,2.5,7495.0,FALSE_POSITIVE,TESS
2.7260173,2.703,1165.0,4.98036,2317.0,4788.29,0.79,5256.0,FALSE_POSITIVE,TESS
2.86876,2.422,1030.0,8.48351,1983.0,2571.69,2.65,8342.0,FALSE_POSITIVE,TESS
0.5590256,0.688,660.0,4.22851,1866.0,2015.68,1.35,5940.520000000001,FALSE_POSITIVE,TESS
2.958148,3.769,980.0,4.47387,2311.0,4739.26,1.58,6294.0,FALSE_POSITIVE,TESS
0.98736,1.464,370.0,3.41784,1987.0,2591.32,1.69,6301.3,FALSE_POSITIVE,TESS
3.99307,4.783,3892.81,6.35126,1667.0,1282.52,0.93,4731.1,FALSE_POSITIVE,TESS
8.6795072,3.628,10160.0,24.132,1366.0,578.958,1.14,6057.0,FALSE_POSITIVE,TESS
6.5560604,2.703,861.0,13.1465,1588.0,1056.97,4.58,8918.0,CANDIDATE,TESS
1.3812787,2.4,1573.0,5.91488,3488.0,24595.6,1.38,6483.0,FALSE_POSITIVE,TESS
2.2813432,1.1601933,1126.6619488,12.7387194,2221.9981475,5760.9720984,2.35511,6174.0,CANDIDATE,TESS
5.48923,3.29,910.0,11.8401,1987.0,2592.62,1.62,6004.0,FALSE_POSITIVE,TESS
7.3845072,4.531,25160.0,23.6091,1261.298274034,514.397,1.43,6149.2,FALSE_POSITIVE,TESS
0.43889,0.947,650.0,6.69456,3049.0,14357.3,2.32,7111.0,FALSE_POSITIVE,TESS
2.3359622,6.0165684,3066.2492749,18.3852989,2362.6020308,7363.4830838,2.0780001,7577.0,FALSE_POSITIVE,TESS
6.8674054,3.488,779.0,2.4024,1157.0,297.944,1.03,6051.5,CANDIDATE,TESS
14.431887,3.265,1687.0,3.73311,749.0,52.4908,1.03,6051.5,CANDIDATE,TESS
12.64001,6.893,9458.38,23.703088046,1434.0,703.834,1.8977202000000009,5195.1,FALSE_POSITIVE,TESS
10.5739824,4.04,5460.0,9.43898,1007.0,171.146,1.27,6519.0,CONFIRMED,TESS
9.9783319,4.2281711,179.2248456,2.0515332,1062.3035336,300.9646623,1.47131,6073.5,CONFIRMED,TESS
4.4247042,1.318,2447.0,8.3621,1293.0,465.179,1.49,6594.0,CONFIRMED,TESS
2.2222094,2.461,87.0,1.39527,1864.0,2005.35,1.49,6594.0,CONFIRMED,TESS
4.7182888,4.046,3000.0,15.2763,1516.0,876.886,2.74,6112.0,CANDIDATE,TESS
1.0082361,1.41,228.0,1.7202,1835.0,1882.94,1.13,5795.29,CONFIRMED,TESS
1.2168732,0.86,1240.0,3.43106,980.0,153.719,0.78,4634.6,CONFIRMED,TESS
1.4520486,1.339,393.0,1.404,1125.0,266.85,0.69,4184.0,CONFIRMED,TESS
4.731977,0.361,3470.0,6.97384,367.0,3.01841,0.66,4223.45,CANDIDATE,TESS
6.1182129,0.6671441,1805.1895773,6.1579891,891.1240042,149.0299553,0.890109,5427.0,CANDIDATE,TESS
3.0197807,3.5896763,12016.7483851,17.9176077,1813.9505159,2558.7198805,1.58815,7128.0,CANDIDATE,TESS
14.4204896,5.1737619,1061.4991496,4.7909139,942.9968937,186.8796664,1.41048,6383.0,CANDIDATE,TESS
1.0697621,1.356,376.0,1.60037,1590.0,1061.92,0.8,4946.0,CONFIRMED,TESS
3.0726434,2.2602485,10471.4949697,19.9197757,1793.7963398,2446.8848714,1.55831,7164.0,CONFIRMED,TESS
0.6763235,4.916459,30.1617977,1.700035,3663.5419408,42572.1587375,2.9486499,8475.0,FALSE_POSITIVE,TESS
2.8997405,1.849,13760.0,10.0433,1015.0,176.587,0.82,5224.0,CONFIRMED,TESS
0.8533534,1.2018737,25080.3290695,12.600718,1026.213105,262.1025386,0.608076,3658.0,CANDIDATE,TESS
6.9561134,3.3628003,15989.231101,12.090823,872.4987884,136.9557694,0.940037,5387.0,CONFIRMED,TESS
2.8879675,3.6626399,23489.3314084,16.221767887999995,1279.9105013,634.2192374,1.029202292,5780.0,CANDIDATE,TESS
13.001789,4.4847322,1339.5837664,3.84805,786.6834253,90.515093,1.00826,5914.0,CONFIRMED,TESS
2.7556532,3.3967282,2854.4589288,6.4145519,967.6926252,207.2386368,0.696945,4993.0,FALSE_POSITIVE,TESS
4.8962484,2.362418,1186.0289925,3.5246468,796.4215716,95.080851,0.799965,4528.99,CANDIDATE,TESS
1.0318213,1.599,5577.0,28.2906,2668.0,8422.18,1.49,5810.6,CANDIDATE,TESS
0.78999,1.153,5750.0,1.99,2398.0,5497.38,1.1,5558.0,FALSE_POSITIVE,TESS
12.80758,3.596,27112.7,11.4222,643.0,28.4034,0.63,5094.4,FALSE_POSITIVE,TESS
11.35626,6.047,2190.0,12.9372,1731.0,1493.65,2.14,6314.0,FALSE_POSITIVE,TESS
0.6412558,1.1161082,1029.5348333,4.841202,2573.9569471,10373.5192117,1.47292,5854.65,FALSE_POSITIVE,TESS
2.3109689,3.4303821,6829.4236495,17.30428,2068.197749,4324.0354536,1.95411,6371.0,CONFIRMED,TESS
7.4341456,2.424,701.0,1.97737,733.0,48.0098,0.78,5064.0,CONFIRMED,TESS
2.650232,2.03,6449.0,15.9327,1720.0,1454.53,1.94,7400.0,CONFIRMED,TESS
6.1095756,2.441,510.0,2.19963,916.0,117.102,0.91,5587.0,CANDIDATE,TESS
12.4379715,1.7137815,123693.2601599,24.6478297,348.5191947,3.4868062,0.476997,3275.0,CANDIDATE,TESS
29.871853,4.6960535,712.5668187,2.4078494,474.9939578,12.0302137,0.735511,5393.86,CANDIDATE,TESS
0.6858178,1.3936363,148.2277582,0.9996714,1707.7366899,2010.0397143,0.82354,5142.0,CANDIDATE,TESS
0.8675883,1.3814953,321.4840933,1.4302423,1474.8095115,1118.0589981,0.74524,5011.22,CANDIDATE,TESS
